Timestamp,Temperature_C
2025-08-19 11:28:41,27.00
2025-08-19 11:28:43,27.00
2025-08-19 11:28:45,27.00
2025-08-19 11:28:47,27.00
2025-08-19 11:28:49,27.00
2025-08-19 11:28:51,27.00
2025-08-19 11:28:53,27.00
2025-08-19 11:28:55,27.00
2025-08-19 11:28:57,27.00
2025-08-19 11:28:59,27.00
2025-08-19 11:29:01,27.00
2025-08-19 11:29:03,27.00
2025-08-19 11:29:05,27.00
2025-08-19 11:29:07,27.00
2025-08-19 11:29:09,27.00
2025-08-19 11:29:11,27.00
2025-08-19 11:29:13,27.00
2025-08-19 11:29:15,27.00
2025-08-19 11:29:17,27.00
2025-08-19 11:29:19,27.00
2025-08-19 11:29:21,27.00
2025-08-19 11:29:23,27.00
2025-08-19 11:29:25,27.00
2025-08-19 11:29:27,27.00
2025-08-19 11:29:29,27.00
2025-08-19 11:29:31,27.00
2025-08-19 11:29:33,27.00
2025-08-19 11:29:35,27.00
2025-08-19 11:29:37,27.00
2025-08-19 11:29:39,27.00
2025-08-19 11:29:41,27.00
2025-08-19 11:29:43,27.00
2025-08-19 11:29:45,28.00
2025-08-19 11:29:47,27.00
2025-08-19 11:29:49,27.00
2025-08-19 11:29:51,27.00
2025-08-19 11:29:53,27.00
2025-08-19 11:29:55,27.00
2025-08-19 11:29:57,27.00
2025-08-19 11:30:00,27.00
2025-08-19 11:30:02,27.00
2025-08-19 11:30:04,27.00
2025-08-19 11:30:06,27.00
2025-08-19 11:30:08,27.00
2025-08-19 11:30:10,27.00
2025-08-19 11:30:12,27.00
2025-08-19 11:30:14,27.00
2025-08-19 11:30:16,27.00
2025-08-19 11:30:18,27.00
2025-08-19 11:30:20,27.00
2025-08-19 11:30:22,27.00
2025-08-19 11:30:24,27.00
2025-08-19 11:30:26,27.00
2025-08-19 11:30:28,27.00
2025-08-19 11:30:30,27.00
2025-08-19 11:30:32,27.00
2025-08-19 11:30:34,27.00
2025-08-19 11:30:36,27.00
2025-08-19 11:30:38,27.00
2025-08-19 11:30:40,27.00
